event_id_cnty,event_date,year,disorder_type,event_type,sub_event_type,iso,region,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,adm2_code,adm2_name,data_as_of,run_date
MEX109000,2025-08-29,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Puebla,Puebla,Heroica Puebla de Zaragoza,19.044,-98.1975,E-Consulta,"On 29 August 2025, in Heroica Puebla de Zaragoza, Puebla, according to witnesses, armed individuals on a motorcycle shot and killed a man in colonia Ciudad Satelite (drive-by). 1 fatality.",1,MX21114,Puebla,2025-11-27,2025-11-27
MEX109001,2025-08-29,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Puebla,Tochtepec,Tochtepec,18.8393,-97.8228,E-Consulta,"Around 29 August 2025 (as reported), in Tochtepec, Puebla, a man was killed and his body was found executed with the 'tiro de gracia' in barrio de San Miguel. 1 fatality.",1,MX21189,Tochtepec,2025-11-27,2025-11-27
MEX109002,2025-08-29,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Sinaloa,Culiacan,Culiacan Rosales,24.8088,-107.394,El Sol de Sinaloa; Riodoce,"Around 29 August 2025 (as reported), in Culiacan Rosales, Sinaloa, a man was killed and his body was found next to a threatening message in Colonia Recursos Hidraulicos. 1 fatality.",1,MX25006,Culiacán,2025-11-27,2025-11-27
MEX109003,2025-08-29,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Sinaloa,Culiacan,Culiacan Rosales,24.8088,-107.394,El Blog del Narco; El Norte; El Proceso; El Sol de Sinaloa; El Universal (Mexico); La Prensa de Monclova; La Silla Rota; La Verdad; La Voz de Michoacan; Milenio; Mural; Noroeste; Reforma; Riodoce; SDP Noticias,"On 29 August 2025, in Culiacan Rosales, Sinaloa, suspected members of Los Mayitos Gang in a vehicle shot at patients and health workers at the Civil Hospital (drive-by). Four people died (including a girl) and three people were injured. The attack came after an armed clash that took place in El Tepuche earlier the same day (coded separately) and it is suspected that injured members of Los Chapitos were being treated at the hospital. 4 fatalities, 3 injured.",4,MX25006,Culiacán,2025-11-27,2025-11-27
MEX109004,2025-08-29,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Sinaloa,Culiacan,Culiacan Rosales,24.8088,-107.394,El Sol de Sinaloa,"On 29 August 2025, in Culiacan Rosales, Sinaloa, unidentified armed individuals, entered a house and shot and killed a man and injured a minor in colonia Bachigualato. This incident occurred amid a wave of violent attacks in Sinaloa state, likely related to the war between factions of the Sinaloa Cartel. 1 fatality.",1,MX25006,Culiacán,2025-11-27,2025-11-27
MEX109005,2025-08-29,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Sinaloa,Culiacan,El Tepuche,24.9427,-107.3496,El Sol de Sinaloa; La Prensa de Monclova; Riodoce,"Around 29 August 2025 (as reported), in El Tepuche, Sinaloa, three people were killed and only the heads were found. Two of the heads were found on dirt roads on the outskirts of the town. This action comes amid a wave of attacks that was recorded after a clash between Los Chapitos and Los Mayitos gangs in this municipality (coded separately). 3 fatalities.",3,MX25006,Culiacán,2025-11-27,2025-11-27
MEX109006,2025-08-29,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Sinaloa,Navolato,Las Aguamitas,24.5765,-107.801,El Sol de Sinaloa,"Around 29 August 2025 (as reported), around Las Aguamitas, Sinaloa, two men were killed and their bodies were found with gunshot wounds inside a vehicle on the road to San Remigio near ejido El Pintor. This incident occurred amid a wave of violent attacks in Sinaloa state, likely related to the war between factions of the Sinaloa Cartel. 2 fatalities.",2,MX25018,Navolato,2025-11-27,2025-11-27
MEX109012,2025-08-29,2025,Political violence,Explosions/Remote violence,Grenade,484,North America,Mexico,Sinaloa,Mazatlan,Mazatlan,23.2003,-106.4222,El Universal (Mexico),"On 29 August 2025, in Mazatlan, Sinaloa, armed individuals threw an explosive device at a municipal police patrol parked in colonia Flores Magon. The officers had left the vehicle and were eating at a restaurant at that moment of the explosion. There were no casualties.",0,MX25012,Mazatlán,2025-11-27,2025-11-27
MEX109168,2025-09-04,2025,Political violence,Battles,Armed clash,484,North America,Mexico,Michoacán,Alvaro Obregon,Alvaro Obregon,19.8263,-101.0385,El Universal (Mexico); La Silla Rota; Milenio,"On 4 September 2025, in Alvaro Obregon, Michoacan de Ocampo, at least three armed individuals and members of the CJNG kidnapped two ministerial federal police officers near the international airport. Officers of the Attorney General's Office (FGE), the State Attorney General's Office (FGE), the state police and the military intervened (no armed interactions reported) and located both officers and a third person. Three individuals were arrested as a result.",0,MX16003,Álvaro Obregón,2025-11-27,2025-11-27
MEX109169,2025-09-05,2025,Political violence,Battles,Armed clash,484,North America,Mexico,Michoacán,Morelia,Morelia,19.7034,-101.192,La Jornada,"On 5 September 2025, in Morelia, Michoacan de Ocampo, a suspected member of the CJNG opened fire at state police officers who shot back and killed the man in Colonia Jardines del Hungaro. 1 fatality.",1,MX16053,Morelia,2025-11-27,2025-11-27
MEX109171,2025-09-02,2025,Political violence,Violence against civilians,Sexual violence,484,North America,Mexico,Morelos,Puente de Ixtla,Puente de Ixtla,18.6169,-99.3237,El Blog del Narco,"Around 2 September 2025 (as reported), in Puente de Ixtla, Morelos, a man and a woman were killed and their bodies were found with stab wounds and signs of torture. The woman was naked and the man was wearing his pants. A message was left at the scene signed by La Familia Michoacana. 2 fatalities.",2,MX17017,Puente de Ixtla,2025-11-27,2025-11-27
MEX109172,2025-09-02,2025,Political violence,Battles,Armed clash,484,North America,Mexico,Michoacán,Apatzingan,El Llano Grande,18.9924,-102.5366,Milenio,"On 2 September 2025, in El Llano Grande, Michoacan, National Guard and military officers clashed with suspected criminal members. One armed man was shot and killed. 1 fatality.",1,MX16006,Apatzingán,2025-11-27,2025-11-27
MEX109274,2025-09-02,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Sinaloa,Navolato,Bachimeto,24.7434,-107.7442,El Sol de Sinaloa,"Around 2 September 2025 (as reported), in Bachimeto, Sinaloa, a man was killed and his body was found with gunshot wounds. This incident occurred amid a wave of violent attacks in Sinaloa state, likely related to the war between factions of the Sinaloa Cartel. 1 fatality.",1,MX25018,Navolato,2025-11-27,2025-11-27
MEX109275,2025-09-02,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Nuevo León,Juarez,Benito Juarez,25.6513,-100.106,El Norte,"On 2 September 2025, in Benito Juarez, Nuevo Leon, according to witnesses, two armed men entered a bar and shot at two people in Colonia Heroe de Nacozari. One victim was killed and the other one was injured. 1 fatality.",1,MX19031,Juárez,2025-11-27,2025-11-27
MEX109276,2025-09-02,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Guanajuato,Celaya,Celaya,20.5215,-100.814,Zona Franca,"On 2 September 2025, in Celaya, Guanajuato, according to witnesses, two armed men shot and killed a street parking worker in colonia San Francisco. 1 fatality.",1,MX11007,Celaya,2025-11-27,2025-11-27
MEX109277,2025-09-02,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Colima,Colima,Colima,19.2429,-103.7281,Borderland Beat; Colima Noticias; La Jornada; Milenio,"On 2 September 2025, in Colima, Colima, several armed men entered a bakery shop named 'El Pichon' in colonia Placetas and shot and killed six people and injured one person, the victims were workers and clients of the bakery. 6 fatalities, 1 Injured.",6,MX06002,Colima,2025-11-27,2025-11-27
MEX109278,2025-09-02,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Dolores Hidalgo Cuna de la Independencia Nacional,21.1592,-100.9172,El Proceso; La Jornada,"On 2 September 2025, in Dolores Hidalgo Cuna de la Independencia Nacional, Guanajuato, unidentified armed individuals entered a rehabilitation center and shot and killed three people. 3 fatalities.",3,MX11014,Dolores Hidalgo Cuna de la Independencia Nacional,2025-11-27,2025-11-27
MEX109279,2025-09-02,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Guanajuato,Leon,Leon de los Aldama,21.122,-101.6832,Zona Franca,"On 2 September 2025, in Leon de los Aldama, Guanajuato, according to witnesses, two armed men entered a gaming store and shot and injured four people, including a woman in colonia Valle de Senora. In another event, according to witnesses, two armed men shot and killed a man in colonia Brisas del Campestre. Teh perpetrators escaped on a motorcycle. 1 fatality.",1,MX11020,León,2025-11-27,2025-11-27
MEX109280,2025-09-02,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Sinaloa,Mocorito,Recoveco,24.9941,-107.7282,Riodoce,"Around 2 September 2025 (as reported), in Recoveco, Sinaloa, a man was killed and his body was found stabbed and with signs of torture on the Pericos-Recoveco. 1 fatality.",1,MX25013,Mocorito,2025-11-27,2025-11-27
MEX109281,2025-09-02,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Puebla,Coronango,San Francisco Ocotlan,19.1322,-98.2853,Milenio,"Around 2 September 2025 (as reported), near to San Francisco Ocotlan, Puebla, a woman was killed and her body was found with signs of violence and wrapped in blankets and plastic under a mattress in Misiones de San Francisco community. 1 fatality.",1,MX21034,Coronango,2025-11-27,2025-11-27
MEX109282,2025-09-02,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Baja California,Tijuana,Tijuana,32.5325,-117.019,AFN - Tijuana,"On 2 September 2025, in Tijuana, Baja California, according to witnesses, unidentified armed individuals shot and killed a man in colonia Villa Fontana III. Also in Tijuana, according to witnesses, two armed men shot and killed two men in colonia Poblado Ejido Matamoros. 3 fatalities.",3,MX02004,Tijuana,2025-11-27,2025-11-27
MEX109283,2025-09-03,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Veracruz de Ignacio de la Llave,Acayucan,Acayucan,17.9488,-94.9139,La Silla Rota,"On 3 September 2025, in Acayucan, Veracruz de Ignacio de la Llave, unknown armed individuals opened fire at the facade of a home of a construction entrepreneur in Colonia La Palma and then fled the scene. There were no casualties.",0,MX30003,Acayucan,2025-11-27,2025-11-27
MEX109284,2025-09-03,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Guerrero,Copala,Colonia Juan N. Alvarez,16.5383,-98.9122,El Norte,"On 3 September 2025, in Colonia Juan N. Alvarez (Playa Ventura), Guerrero, armed individuals shot and killed two men while they were digging a tomb in a cemetery to bury a friend who had recently died. Another man was also shot and injured. One of the killed victims was the son of the former mayor. 2 fatalities.",2,MX12018,Copala,2025-11-27,2025-11-27
MEX109285,2025-09-03,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Veracruz de Ignacio de la Llave,Cordoba,Cordoba,18.8944,-96.9353,La Silla Rota; Quadratin Oaxaca,"On 3 September 2025, in Cordoba, Veracruz de Ignacio de la Llave, according to witnesses, armed men entered a KFC restaurant and shot and killed a man while he was with his family. The victim was the director of public security in Cosolapa. 1 fatality.",1,MX30044,Córdoba,2025-11-27,2025-11-27
MEX109286,2025-09-03,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Sinaloa,Culiacan,Culiacan Rosales,24.8088,-107.394,El Sol de Sinaloa; Riodoce,"On 3 September 2025, in Culiacan Rosales, Sinaloa, unidentified armed individuals shot and killed a man while he was eating at a restaurant in Colonia Guadalupe. The victim was identified as a firefighter. This incident occurred amid a wave of violent attacks in Sinaloa state, likely related to the war between factions of the Sinaloa Cartel. 1 fatality.",1,MX25006,Culiacán,2025-11-27,2025-11-27
MEX109287,2025-09-03,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Sinaloa,Navolato,Licenciado Benito Juarez,24.6574,-107.5451,El Sol de Sinaloa; Milenio; Riodoce,"On 3 September 2025, in Licenciado Benito Juarez (Villa Juarez), Sinaloa, armed men shot at a house. The attack occurred amid a wave of shootings recorded on the same day in the city. Suspectedly there was an unspecified number of injured.",0,MX25018,Navolato,2025-11-27,2025-11-27
MEX109288,2025-09-03,2025,Political violence,Violence against civilians,Abduction/forced disappearance,484,North America,Mexico,Veracruz de Ignacio de la Llave,Minatitlan,Minatitlan,17.991,-94.5484,La Silla Rota,"On 3 September 2025, in Minatitlan, Veracruz de Ignacio de la Llave, at least three armed men intercepted a man and kidnapped him in Colonia Miguel Hidalgo. The whereabouts of the man remain unknown.",0,MX30108,Minatitlán,2025-11-27,2025-11-27
MEX109289,2025-09-03,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Morelos,Temixco,Temixco,18.8453,-99.2241,Diario de Morelos,"On 3 September 2025, in Temixco, Morelos, armed individuals shot at a taxi driver on the Mexico-Acapulco highway at KM 84. According to unofficial reports, the taxi driver was inside his taxi parked on the highway when he was attacked. According to witnesses, armed individuals on a motorcycle arrived at the scene, shot the taxi driver, and then fled toward the Azteca neighborhood. 1 injured.",0,MX17018,Temixco,2025-11-27,2025-11-27
MEX109290,2025-09-04,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Guerrero,Acapulco de Juarez,Acapulco de Juarez,16.8619,-99.8866,El Sol de Acapulco,"On 4 September 2025, in Acapulco de Juarez, Guerrero, a man posing as a passenger along with several people asked a taxi driver to stop in Colonia El Roble and then shot the driver twice in his head. This attack is likely linked to a wave of attacks targeting taxi drivers in the city. 1 fatality.",1,MX12001,Acapulco de Juárez,2025-11-27,2025-11-27
MEX109292,2025-09-04,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Guanajuato,Salamanca,Salamanca,20.5687,-101.1999,Milenio; Zona Franca,"On 4 September 2025, in Salamanca, Guanajuato, unknown armed individuals shot at a municipal police officer after he finished his duty and was on his way home in Colonia Del Parque. The victim died as a result. 1 fatality.",1,MX11027,Salamanca,2025-11-27,2025-11-27
MEX109293,2025-09-04,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,20.6386,-103.3072,El Norte; Mural,"On 4 September 2025, in Tlaquepaque, Jalisco, unknown armed individuals shot and killed a man in Colonia Las Juntas. According to initial reports, the perpetrators were traveling in an older gray vehicle from which one man got out of the vehicle and shot the victim, before fleeing in the direction of La Piedrera. Another version suggests that the attackers were two men who fled on a Pulsar motorcycle. 1 fatality.",1,MX14098,San Pedro Tlaquepaque,2025-11-27,2025-11-27
MEX109294,2025-09-05,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Guerrero,Acapulco de Juarez,Acapulco de Juarez,16.8619,-99.8866,El Sol de Acapulco,"On 5 September 2025, in Acapulco de Juarez, Guerrero, armed men shot a taxi driver repeatedly while he was driving on the La Venta-Centro route in Colonia Renacimiento. This attack is likely linked to a wave of attacks targeting taxi drivers in the city. 1 fatality.",1,MX12001,Acapulco de Juárez,2025-11-27,2025-11-27
MEX109295,2025-09-05,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Colima,Colima,Colima,19.2429,-103.7281,Colima Noticias,"On 5 September 2025, in Colima, Colima, armed individuals entered a downtown neighborhood and one man opened fire and shot a man multiple times. The man died as a result. 1 fatality.",1,MX06002,Colima,2025-11-27,2025-11-27
MEX109296,2025-09-05,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Sinaloa,Culiacan,Culiacan Rosales,24.8088,-107.394,El Sol de Sinaloa,"On 5 September 2025, in Culiacan Rosales, Sinaloa, unknown armed individuals intercepted an off-duty state police officer driving in his private vehicle and opened fire in Colonia Costa del Sol. The victim was not harmed and stated that the shots were not aimed at killing him but to intimidate him. There were no casualties.",0,MX25006,Culiacán,2025-11-27,2025-11-27
MEX109297,2025-09-05,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Nuevo León,Guadalupe,Guadalupe,25.6773,-100.2599,El Norte,"On 5 September 2025, in Guadalupe, Nuevo Leon, according to witnesses, armed men approached a man when he was on his way home in Colonia Tres Caminos and shot him. The man fled into his home and died. A woman was hit by a stray bullet and also died. 2 fatalities.",2,MX19026,Guadalupe,2025-11-27,2025-11-27
MEX109298,2025-09-05,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Michoacán,Zamora,Zamora de Hidalgo,19.9836,-102.286,MiMorelia,"On 5 September 2025, in Zamora de Hidalgo, Michoacan de Ocampo, a group of individuals opened fire and shot at a rehabilitation center in Colonia Juan Gutierrez Flores. The building was damaged as a result. There were no casualties.",0,MX16108,Zamora,2025-11-27,2025-11-27
MEX109304,2025-09-04,2025,Political violence,Battles,Armed clash,484,North America,Mexico,Tamaulipas,Victoria,Manuel Avila Camacho,23.6717,-98.9974,Hoy Tamaulipas,"On 4 September 2025, near Manuel Avila Camacho, Tamaulipas, armed individuals opened fire and at officers of the Missing Persons and Investigation Unit (coded as ministerial police) on the highway to Zaragoza. One officer was injured as a result.",0,MX28041,Victoria,2025-11-27,2025-11-27
MEX109305,2025-09-04,2025,Political violence,Battles,Armed clash,484,North America,Mexico,Tamaulipas,Reynosa,Reynosa,26.0924,-98.2781,El Norte,"On 4 September 2025, in Reynosa, Tamaulipas, armed men opened fire at officers of the State Attorney General's Office on the Reynosa-San Fernando highway. The officers shot back in Colonia Valle Soleado and Piramides. A family traveling in a car were hit by stray bullets and a boy. Both mother and father were injured. 1 fatality, 2 injured.",1,MX28032,Reynosa,2025-11-27,2025-11-27
MEX109306,2025-09-05,2025,Political violence,Battles,Armed clash,484,North America,Mexico,Guanajuato,Celaya,San Isidro de Trojes,20.5112,-100.776,Milenio,"On 5 September 2025, in San Isidro de Trojes, Guanajuato, two unknown armed men on motorcycles opened fire and at officers of the National Guard who shot back while they were carrying out an operation. One man was arrested and one vehicle was seized. There were no casualties.",0,MX11007,Celaya,2025-11-27,2025-11-27
MEX109307,2025-09-03,2025,Political violence,Battles,Armed clash,484,North America,Mexico,Tamaulipas,Matamoros,Heroica Matamoros,25.8799,-97.5048,El Proceso; Milenio,"On 3 September 2025, in Heroica Matamoros, Tamaulipas, armed individuals clashed with state police forces around Colonia Morelos. Two police officers were injured. The armed individuals also set a (narco) roadblock in different parts of the city.",0,MX28022,Matamoros,2025-11-27,2025-11-27
MEX109308,2025-09-04,2025,Political violence,Battles,Armed clash,484,North America,Mexico,Tamaulipas,Matamoros,Heroica Matamoros,25.8799,-97.5048,El Norte,"On 4 September 2025, in Heroica Matamoros, Tamaulipas, armed individuals opened fire at state police officers who shot back in Colonia Comunicadores. One individual was arrested as a result and one vehicle was seized. One individual was injured.",0,MX28022,Matamoros,2025-11-27,2025-11-27
MEX109309,2025-09-05,2025,Political violence,Battles,Armed clash,484,North America,Mexico,Tamaulipas,Reynosa,Reynosa,26.0924,-98.2781,Hoy Tamaulipas; Milenio,"On 5 September 2025, in Reynosa, Tamaulipas, one armed individual opened fire at state police officers who were carrying out an operation to rescue a kidnapped person on the Reynosa-San Fernando highway near the canal Rodhe. Police officers shot back and arrested the perpetrator after he crashed with his car. The person who was kidnapped earlier the same day was rescued. Police officers seized a vehicle and weapons. There were no casualties.",0,MX28032,Reynosa,2025-11-27,2025-11-27
MEX109310,2025-09-02,2025,Political violence,Battles,Armed clash,484,North America,Mexico,Sinaloa,Navolato,Licenciado Benito Juarez,24.6574,-107.5451,Riodoce,"On 2 September 2025, in Licenciado Benito Juarez (Villa Juarez), Sinaloa, there was an armed clash between armed individuals. Casualties unknown.",0,MX25018,Navolato,2025-11-27,2025-11-27
MEX109311,2025-09-03,2025,Political violence,Battles,Armed clash,484,North America,Mexico,Sinaloa,Navolato,Licenciado Benito Juarez,24.6574,-107.5451,El Sol de Sinaloa; Milenio; Riodoce,"On 3 September 2025, in Licenciado Benito Juarez (Villa Juarez), Sinaloa, according to witnesses, there was an armed clash between armed individuals in colonia Las Cachimbas. One person was killed and another three were injured. On the same day, also armed individuals shot inside a bar restaurant in Colonia Centro and armed men -who were inside the bar- answered the attack. 1 fatality.",1,MX25018,Navolato,2025-11-27,2025-11-27
MEX109312,2025-09-05,2025,Political violence,Battles,Armed clash,484,North America,Mexico,Sinaloa,Rosario,Corral de Piedras,22.9262,-105.6121,Noroeste,"On 5 September 2025, in Corral de Piedras, Sinaloa, unidentified armed men clashed in the mountain area. One man was injured and transported to Mazatlan. There is no further information on the event. 1 injured.",0,MX25014,Rosario,2025-11-27,2025-11-27
MEX109313,2025-09-04,2025,Political violence,Battles,Armed clash,484,North America,Mexico,Nuevo León,Guadalupe,Guadalupe,25.6773,-100.2599,El Norte,"On 4 September 2025, in Guadalupe, Nuevo Leon, unknown armed individuals shot and killed a man in a parking lot in Colonia Las Sabinas. The victim was a suspected drug dealer who had been in prison for drug dealing and robbery. 1 fatality.",1,MX19026,Guadalupe,2025-11-27,2025-11-27
MEX109314,2025-09-03,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Baja California,Tijuana,Tijuana,32.5325,-117.019,AFN - Tijuana,"On 3 September 2025, in Tijuana, Baja California, unidentified armed individuals shot and killed two men in colonia Mirador Capistrano. Suspectedly the event is related to conflict for the use of a plot of land that has been invaded. 2 fatalities.",2,MX02004,Tijuana,2025-11-27,2025-11-27
MEX109315,2025-08-31,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Morelos,Axochiapan,Axochiapan,18.5019,-98.753,Diario de Morelos,"Around 31 August 2025 (as reported), in Axochiapan, Morelos, a former councilor (former member of the PRI party) was killed and his body was found with a gunshot wound in colonia Del Carmen. The victim was known for being a businessman who was the owner of gas stations. 1 fatality.",1,MX17003,Axochiapan,2025-11-27,2025-11-27
MEX109316,2025-09-01,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Nuevo León,Apodaca,Ciudad Apodaca,25.7813,-100.1892,El Norte,"Around 1 September 2025 (as reported), in Ciudad Apodaca, Nuevo Leon, a man was killed and his body was found with signs of violence and burned. 1 fatality.",1,MX19006,Apodaca,2025-11-27,2025-11-27
MEX109317,2025-09-01,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Guanajuato,Pueblo Nuevo,Durazno De Fonseca,20.5529,-101.3134,Milenio,"On 1 September 2025, in Durazno De Fonseca, Guanajuato, according to witnesses, armed men travelling in two vehicles chased and shot at another vehicle during a local religious celebration (drive-by). A vendor was shot and injured with a stray bullet. The victim died later at the hospital. 1 fatality.",1,MX11024,Pueblo Nuevo,2025-11-27,2025-11-27
MEX109318,2025-09-02,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Veracruz de Ignacio de la Llave,Cordoba,Cordoba,18.8944,-96.9353,Imagen del Golfo,"On 2 September 2025, in Cordoba, Veracruz, armed individuals in a vehicle shot and killed a man after he was intercepted in colonia Santa Isabel (drive-by). 1 fatality.",1,MX30044,Córdoba,2025-11-27,2025-11-27
MEX109319,2025-09-02,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Guanajuato,Leon,Leon de los Aldama,21.122,-101.6832,Zona Franca,"On 2 September 2025, in Leon de los Aldama, Guanajuato, a man was shot and killed in colonia Loma Bonita. The perpetrators left the victim with his hands tied up. 1 fatality.",1,MX11020,León,2025-11-27,2025-11-27
MEX109320,2025-09-02,2025,Political violence,Violence against civilians,Attack,484,North America,Mexico,Nuevo León,Monterrey,Monterrey,25.6647,-100.311,El Norte,"Around 2 September 2025 (as reported), in Monterrey, Nuevo Leon, a man was killed and his body was found wrapped in plastic and with his hands tied up inside a suitcase in Colonia Campestre Bugambilias. 1 fatality.",1,MX19039,Monterrey,2025-11-27,2025-11-27
