adm1_name,adm2_name,adm2_code,lon,lat
Chihuahua,Meoqui,MX08045,-105.50148231164248,28.35067174854974
Chihuahua,Morelos,MX08046,-107.72810418627509,26.57170280247883
Chihuahua,Moris,MX08047,-108.73724249721965,28.152850013832563
Chihuahua,Namiquipa,MX08048,-107.14017655415734,29.295658632676858
Chihuahua,Nonoava,MX08049,-106.68424210968668,27.424784916418375
Chihuahua,Nuevo Casas Grandes,MX08050,-107.72903213598319,30.533290697212752
Chihuahua,Ocampo,MX08051,-108.20486305900778,28.153764394941387
Chihuahua,Ojinaga,MX08052,-104.52600051189539,29.36666777638624
Chihuahua,Praxedis G. Guerrero,MX08053,-105.92596766299634,31.238158836492882
Chihuahua,Riva Palacio,MX08054,-106.61723687383116,28.80706651572816
Chihuahua,Rosales,MX08055,-105.74770634362882,28.205454516188134
Chihuahua,Rosario,MX08056,-106.31466182951567,27.268972314368796
Chihuahua,San Francisco de Borja,MX08057,-106.7352140122179,27.89264233362365
Chihuahua,San Francisco de Conchos,MX08058,-105.3622788940735,27.582279615777146
Chihuahua,San Francisco del Oro,MX08059,-105.94622574030024,26.885287155089973
Chihuahua,Santa Bárbara,MX08060,-105.7829127362239,26.803958939891555
Chihuahua,Satevó,MX08061,-106.19298955763813,27.77906833741196
Chihuahua,Saucillo,MX08062,-105.34276125986027,28.001469588419386
Chihuahua,Temósachic,MX08063,-108.08445036207303,28.715563622424693
Chihuahua,El Tule,MX08064,-106.29748217094388,27.045186934588223
Chihuahua,Urique,MX08065,-107.97630644766787,27.22680899689028
Chihuahua,Uruachi,MX08066,-108.50659518532122,27.861770350217085
Chihuahua,Valle de Zaragoza,MX08067,-105.80833094025135,27.487232561674244
Distrito Federal,Azcapotzalco,MX09002,-99.18210743090152,19.485330307159177
Distrito Federal,Coyoacán,MX09003,-99.15037637368195,19.326669427167406
Distrito Federal,Cuajimalpa de Morelos,MX09004,-99.31072356304237,19.324648092322228
Distrito Federal,Gustavo A. Madero,MX09005,-99.11586775882026,19.504077546903204
Distrito Federal,Iztacalco,MX09006,-99.09432914973159,19.396912720218673
Distrito Federal,Iztapalapa,MX09007,-99.05679909217724,19.34916799483436
Distrito Federal,La Magdalena Contreras,MX09008,-99.2684092707116,19.26898610010048
Distrito Federal,Milpa Alta,MX09009,-99.05109229089753,19.139473142946173
Distrito Federal,Álvaro Obregón,MX09010,-99.24681283674204,19.336188296196084
Distrito Federal,Tláhuac,MX09011,-99.00281798373499,19.277003357569242
Distrito Federal,Tlalpan,MX09012,-99.20621816430163,19.19836887490341
Distrito Federal,Xochimilco,MX09013,-99.0903624806065,19.245152440605576
Distrito Federal,Benito Juárez,MX09014,-99.16113450280066,19.380643697759076
Distrito Federal,Cuauhtémoc,MX09015,-99.1490553263336,19.431376197900004
Distrito Federal,Miguel Hidalgo,MX09016,-99.2045656443049,19.42806644202083
Distrito Federal,Venustiano Carranza,MX09017,-99.0931056125692,19.430496887880224
Durango,Canatlán,MX10001,-104.93585717762195,24.511298875478897
Durango,Canelas,MX10002,-106.45110381150212,25.072756880786663
Durango,Coneto de Comonfort,MX10003,-104.7838093946772,25.034124913740737
Durango,Cuencamé,MX10004,-103.70020166879587,24.695991461737748
Durango,Durango,MX10005,-104.8436264184454,23.97106923281685
Durango,General Simón Bolívar,MX10006,-103.2122651849317,24.762014090028313
Durango,Gómez Palacio,MX10007,-103.49062356341938,25.728054616844588
Durango,Guadalupe Victoria,MX10008,-104.07332290945335,24.412902363905587
Durango,Guanaceví,MX10009,-106.06736986946166,25.996865005451763
Durango,Hidalgo,MX10010,-104.81718981396091,26.0909663674839
Durango,Indé,MX10011,-104.99580288728195,25.726741772631488
Durango,Lerdo,MX10012,-103.68590380414257,25.47791710008469
Durango,Mapimí,MX10013,-104.13151871053606,26.14715378477203
Durango,Mezquital,MX10014,-104.55061187933471,23.00332790969855
Durango,Nazas,MX10015,-104.07763067949647,25.247372661154415
Durango,Nombre de Dios,MX10016,-104.21114049267958,23.81397080207933
Durango,Ocampo,MX10017,-105.6770109284801,26.48219494398391
Durango,El Oro,MX10018,-105.2160948041064,25.54958046694932
Durango,Otáez,MX10019,-105.93640998551368,24.701544877957836
Durango,Pánuco de Coronado,MX10020,-104.35404701100026,24.494975251669366
Durango,Peñón Blanco,MX10021,-104.08237146675707,24.786162682099956
Durango,Poanas,MX10022,-104.02196763897977,24.0036531943652
Durango,Pueblo Nuevo,MX10023,-105.31448486320318,23.412103106770516
Durango,Rodeo,MX10024,-104.56164526343011,25.195436623861685
Durango,San Bernardo,MX10025,-105.67253650344809,26.184431003560427
Durango,San Dimas,MX10026,-105.74222814042083,24.229194106544824
Durango,San Juan de Guadalupe,MX10027,-102.71803115425257,24.647797945969923
Durango,San Juan del Río,MX10028,-104.47037119091516,24.807502182746116
Durango,San Luis del Cordero,MX10029,-104.3064840458293,25.376133320833844
Durango,San Pedro del Gallo,MX10030,-104.39823134182132,25.62205955739473
Durango,Santa Clara,MX10031,-103.41374986300109,24.497898603926767
Durango,Santiago Papasquiaro,MX10032,-105.69025667753628,24.984525579960714
Durango,Súchil,MX10033,-104.14953911979889,23.43713750523023
Durango,Tamazula,MX10034,-106.71267228573937,24.948516904205437
Durango,Tepehuanes,MX10035,-106.06174039510684,25.4505942865322
Durango,Tlahualilo,MX10036,-103.62564494318194,26.345614431881874
Durango,Topia,MX10037,-106.58975196784604,25.256820047920577
Durango,Vicente Guerrero,MX10038,-103.95103108536956,23.73338247503835
Durango,Nuevo Ideal,MX10039,-105.03799971790777,24.84688532106668
Guanajuato,Abasolo,MX11001,-101.53602420185335,20.53336738077999
Guanajuato,Acámbaro,MX11002,-100.75195311202398,20.052511423566273
Guanajuato,San Miguel de Allende,MX11003,-100.73770856661125,20.925326484092157
Guanajuato,Apaseo el Alto,MX11004,-100.57352021345127,20.421867132262815
Guanajuato,Apaseo el Grande,MX11005,-100.62172766584507,20.575540150766532
Guanajuato,Atarjea,MX11006,-99.80444049659768,21.265228795853048
Guanajuato,Celaya,MX11007,-100.78786251787601,20.537639749476202
Guanajuato,Manuel Doblado,MX11008,-101.87978709278244,20.712997742113238
Guanajuato,Comonfort,MX11009,-100.79112554575276,20.741286579367706
Guanajuato,Coroneo,MX11010,-100.38359566429381,20.21701764106587
Guanajuato,Cortazar,MX11011,-100.93837331639729,20.429133548952056
Guanajuato,Cuerámaro,MX11012,-101.66801324048812,20.615244697211313
Guanajuato,Doctor Mora,MX11013,-100.35963676845522,21.141612465934166
Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,MX11014,-100.93475099078525,21.147133883107067
Guanajuato,Guanajuato,MX11015,-101.23733708860446,21.01855890209202
Guanajuato,Huanímaro,MX11016,-101.49900280937182,20.367370730136155
Guanajuato,Irapuato,MX11017,-101.36829904639661,20.69988553474009
Guanajuato,Jaral del Progreso,MX11018,-101.05209106686316,20.358814940797398
Guanajuato,Jerécuaro,MX11019,-100.50789921540938,20.197204655878515
Guanajuato,León,MX11020,-101.62239227464897,21.124845220715176
Guanajuato,Moroleón,MX11021,-101.24468904728086,20.084327608976665
Guanajuato,Ocampo,MX11022,-101.47300557250425,21.579693103496275
Guanajuato,Pénjamo,MX11023,-101.8158502077911,20.401715354177956
Guanajuato,Pueblo Nuevo,MX11024,-101.36125705795317,20.549931346821968
Guanajuato,Purísima del Rincón,MX11025,-101.92853165557577,20.927589938500134
Guanajuato,Romita,MX11026,-101.59512226869917,20.825820862535952
Guanajuato,Salamanca,MX11027,-101.16508924534395,20.62521440838861
Guanajuato,Salvatierra,MX11028,-100.91512533344833,20.207635091336293
Guanajuato,San Diego de la Unión,MX11029,-100.84641870003156,21.44222651242754
Guanajuato,San Felipe,MX11030,-101.23362898431665,21.50351580136947
Guanajuato,San Francisco del Rincón,MX11031,-101.78852197529463,20.919163726177715
Guanajuato,San José Iturbide,MX11032,-100.38859566053192,21.002352128462043
Guanajuato,San Luis de la Paz,MX11033,-100.4761847314005,21.399609761597453
Guanajuato,Santa Catarina,MX11034,-100.07190524486134,21.150697301934237
Guanajuato,Santa Cruz de Juventino Rosas,MX11035,-100.99409370204599,20.67414224878279
Guanajuato,Santiago Maravatío,MX11036,-100.99036315450343,20.1582391817088
Guanajuato,Silao de la Victoria,MX11037,-101.43778863036484,20.96317528555751
Guanajuato,Tarandacuao,MX11038,-100.52890665490757,20.00449005112382
Guanajuato,Tarimoro,MX11039,-100.74149282976428,20.296770572583984
Guanajuato,Tierra Blanca,MX11040,-100.15600872100558,21.032319378203855
Guanajuato,Uriangato,MX11041,-101.15261728767308,20.119704186853113
Guanajuato,Valle de Santiago,MX11042,-101.27055886363841,20.378373773317126
Guanajuato,Victoria,MX11043,-100.21458452047142,21.366127901433245
Guanajuato,Villagrán,MX11044,-100.99251218811511,20.54196555079389
Guanajuato,Xichú,MX11045,-99.97851101276304,21.356829967493486
Guanajuato,Yuriria,MX11046,-101.22551268675765,20.183186681909206
Guerrero,Acapulco de Juárez,MX12001,-99.71452802726463,16.957667792040418
Guerrero,Ahuacuotzingo,MX12002,-98.95138181479408,17.752319154232843
Guerrero,Ajuchitlán del Progreso,MX12003,-100.60768465393878,17.91928574653361
Guerrero,Alcozauca de Guerrero,MX12004,-98.36612610471693,17.37596777301487
Guerrero,Alpoyeca,MX12005,-98.51056980541927,17.642243918181745
Guerrero,Apaxtla,MX12006,-99.98089851496685,18.09127843278411
Guerrero,Arcelia,MX12007,-100.19878764820977,18.252680071957627
Guerrero,Atenango del Río,MX12008,-99.06995559248443,18.144401423628498
Guerrero,Atlamajalcingo del Monte,MX12009,-98.58268389273375,17.270253440696422
Guerrero,Atlixtac,MX12010,-98.9030483671699,17.514418062802267
Guerrero,Atoyac de Álvarez,MX12011,-100.34206176905752,17.332931824974136
Guerrero,Ayutla de los Libres,MX12012,-99.06755766820339,16.957350586588344
Guerrero,Azoyú,MX12013,-98.57273929623187,16.684211577366742
Guerrero,Benito Juárez,MX12014,-100.4271327047147,17.096556454831926
Guerrero,Buenavista de Cuéllar,MX12015,-99.4207347115614,18.46158905969308
Guerrero,Coahuayutla de José María Izazaga,MX12016,-101.649491615421,18.283248884668446
Guerrero,Cocula,MX12017,-99.71364991839255,18.132388726337194
Guerrero,Copala,MX12018,-98.93097670702058,16.608121766157737
